Old.Name	Seq.Name
GWR_100_332	POP28_14
IFG_100_5	POP28_15POP30_20
GWR_100_92	POP28_16POP29_09
GWR_100_23	POP28_17
IFG_100_41	POP28_18POP31_34
GWR_100_344	POP28_19POP29_06
GWR_100_255	POP28_20POP31_05
GWR_100_478	POP28_21
GWR_100_431	POP28_22
GWR_100_89	POP28_23
GWR_100_263	POP28_24
GWR_100_170	POP28_26
XXX_100_130	POP28_27POP30_44
GWR_100_129	POP28_28
GWR_100_96	POP28_29
GWR_100_485	POP28_30
GWR_100_339	POP28_31
GWR_100_80	POP28_32POP31_67
GWR_100_91	POP28_33
GWR_100_109	POP28_35POP29_24
XXX_100_170	POP28_36
XXX_100_173	POP28_38
GWR_100_320	POP28_39
IFG_100_54	POP28_41
GWR_100_27	POP28_42
XXX_100_163	POP28_44
GWR_100_111	POP28_45
GWR_100_283	POP28_46POP31_62
XXX_100_179	POP28_47
XXX_100_68	POP28_49
XXX_100_233	POP28_50POP30_75
XXX_100_137	POP28_52
XXX_100_124	POP28_53POP29_48
GWR_100_51	POP28_55
GWR_100_495	POP28_56
IFG_100_78	POP28_57
GWR_100_245	POP28_58
GWR_100_400	POP28_59POP31_39
GWR_100_373	POP28_61
GWR_100_73	POP28_62
GWR_100_275	POP28_63POP30_79
XXX_100_167	POP28_64
GWR_100_32	POP28_65
GWR_100_486	POP28_67
XXX_100_230	POP28_68
GWR_100_467	POP28_70
GWR_100_422	POP28_71POP30_69
GWR_100_86	POP28_73
GWR_100_314	POP28_75
XXX_100_103	POP28_76
IFG_100_94	POP28_77POP29_36
GWR_100_173	POP28_78
GWR_100_167	POP28_79
GWR_100_147	POP28_80POP29_57
GWR_100_252	POP28_81
GWR_100_37	POP28_82
XXX_100_133	POP28_83
GWR_100_3	POP28_84POP31_72
XXX_100_231	POP28_85
GWR_100_329	POP28_86
XXX_100_248	POP28_87POP30_34
XXX_100_57	POP28_88POP31_73
XXX_100_154	POP28_89
XXX_100_168	POP28_90POP31_14
GWR_100_271	POP28_92
XXX_100_177	POP28_93POP31_50
GWR_100_72	POP28_96POP30_42
GWR_100_372	POP29_01
IFG_100_6	POP29_02
GWR_100_449	POP29_03
GWR_100_439	POP29_04
GWR_100_212	POP29_07POP30_61
XXX_100_228	POP29_08
XXX_100_155	POP29_10
GWR_100_55	POP29_12
GWR_100_346	POP29_13
IFG_100_67	POP29_14POP30_53
XXX_100_158	POP29_15
GWR_100_136	POP29_16
IFG_100_8	POP29_18POP31_86
GWR_100_322	POP29_19
GWR_100_108	POP29_20
XXX_100_15	POP29_22POP31_77
IFG_100_42	POP29_26POP31_71
XXX_100_250	POP29_27
GWR_100_68	POP29_29POP31_85
GWR_100_262	POP29_30POP31_28
GWR_100_26	POP29_31
GWR_100_124	POP29_32
XXX_100_151	POP29_33
GWR_100_61	POP29_34
GWR_100_11	POP29_35
GWR_100_371	POP29_37POP31_59
IFG_100_28	POP29_38
GWR_100_20	POP29_41
GWR_100_287	POP29_42
GWR_100_313	POP29_43POP31_29
XXX_100_92	POP29_44
XXX_100_186	POP29_47
XXX_100_240	POP29_49
GWR_100_282	POP29_51
XXX_100_76	POP29_52
GWR_100_81	POP29_54
GWR_100_466	POP29_55POP30_48
GWR_100_30	POP29_56POP30_12
GWR_100_1	POP29_58POP30_83
GWR_100_309	POP29_59POP31_66
GWR_100_472	POP29_60
XXX_100_139	POP29_62POP30_22
XXX_100_165	POP29_63
IFG_100_80	POP29_64
GWR_100_336	POP29_65
GWR_100_448	POP29_67
GWR_100_451	POP29_68
GWR_100_85	POP29_73
GWR_100_149	POP29_76POP31_88
GWR_100_324	POP29_77
GWR_100_461	POP29_79
GWR_100_10	POP29_80
GWR_100_222	POP29_81
XXX_100_61	POP29_84
IFG_100_64IN	POP29_85
GWR_100_2	POP29_87
XXX_100_175	POP29_89
XXX_100_119	POP29_90
GWR_100_458	POP29_91
GWR_100_78	POP29_92
IFG_100_34	POP29_94
XXX_100_176	POP29_96
GWR_100_286	POP30_03POP30_87
XXX_100_156	POP30_04
XXX_100_149	POP30_06
GWR_100_414	POP30_07
GWR_100_102	POP30_08
XXX_100_229	POP30_09
GWR_100_248	POP30_10POP31_24
IFG_100_462	POP30_11
GWR_100_29	POP30_13
GWR_100_474	POP30_14
GWR_100_444	POP30_15
GWR_100_306	POP30_16POP31_58
GWR_100_135	POP30_17POP31_75
IFG_100_18	POP30_18
GWR_100_122	POP30_21
GWR_100_480	POP30_23
GWR_100_139	POP30_24POP30_63
GWR_100_446	POP30_25
GWR_100_71	POP30_26POP31_54
GWR_100_285	POP30_27
GWR_100_402	POP30_28
GWR_100_22	POP30_29
XXX_100_113	POP30_30
IFG_100_58	POP30_31
IFG_100_68	POP30_32POP31_47
GWR_100_292	POP30_33
GWR_100_217A	POP30_35POP31_76
IFG_100_69	POP30_36POP31_78
GWR_100_259	POP30_37
GWR_100_315	POP30_38
GWR_100_397	POP30_40
GWR_100_125	POP30_41
GWR_100_52	POP30_43
GWR_100_88	POP30_45
GWR_100_260	POP30_46POP31_27
XXX_100_116	POP30_47
GWR_100_272	POP30_49
GWR_100_321	POP30_50
XXX_100_232	POP30_51
GWR_100_428	POP30_52
GWR_100_185	POP30_54POP31_79
XXX_100_75	POP30_55POP31_70
GWR_100_426	POP30_56
XXX_100_241	POP30_57
GWR_100_265	POP30_58
GWR_100_94	POP30_59
IFG_100_27	POP30_60
XXX_100_1	POP30_62
XXX_100_29	POP30_64POP30_89
GWR_100_273	POP30_65
GWR_100_482	POP30_66POP31_26
GWR_100_378	POP30_68
GWR_100_234	POP30_70
GWR_100_323	POP30_71
GWR_100_154	POP30_72
GWR_100_21	POP30_77
XXX_100_242	POP30_78
XXX_100_159	POP30_80
XXX_100_161	POP30_84
GWR_100_105	POP30_85
GWR_100_103	POP30_86
GWR_100_152	POP30_88
GWR_100_74	POP30_90
XXX_100_55	POP30_91POP31_35
XXX_100_93	POP30_92
GWR_100_392	POP30_94
GWR_100_481	POP31_01
GWR_100_456	POP31_02
IFG_100_36	POP31_03
GWR_100_187	POP31_04
XXX_100_174	POP31_06
GWR_100_209	POP31_07
GWR_100_280	POP31_09
GWR_100_284	POP31_10
IFG_100_51	POP31_11
GWR_100_233	POP31_13
GWR_100_462	POP31_15
GWR_100_442	POP31_17
GWR_100_349	POP31_19POP31_87
GWR_100_117	POP31_21
XXX_100_153	POP31_22
XXX_100_234	POP31_23
XXX_100_178	POP31_25
GWR_100_505	POP31_31POP31_82
GWR_100_53	POP31_32POP31_55
GWR_100_221	POP31_33POP31_74
XXX_100_227	POP31_36
GWR_100_264	POP31_40POP31_56
GWR_100_150	POP31_41
IFG_100_52	POP31_43
GWR_100_433	POP31_44
GWR_100_46	POP31_49POP31_57
XXX_100_249	POP31_51
GWR_100_194	POP31_52
GWR_100_158	POP31_53
GWR_100_364	POP31_60POP31_84
XXX_100_121	POP31_61POP31_64
IFG_100_75IN	POP31_65
XXX_100_54	POP31_68POP31_80
XXX_100_89	POP31_69
XXX_100_237	POP31_81POP31_83
