Old.Name,Blup_Transfo_PC1_y1_y2,Blup_Transfo_PC2_y1_y2,Blup_Transfo_PC3_y1_y2,Blup_Transfo_PC4_y1_y2,Blup_Transfo_PC1_PC2_y1_y2,Blup_Transfo_PC1_PC3_y1_y2,Blup_Transfo_PC2_PC3_y1_y2,Blup_Transfo_PC1_PC4_y1_y2,Blup_Transfo_PC2_PC4_y1_y2,Blup_Transfo_PC3_PC4_y1_y2,Blup_Transfo_PC1_year2,Blup_Transfo_PC2_year2,Blup_Transfo_PC3_year2,Blup_Transfo_PC4_year2,Blup_Transfo_PC1_PC2_year2,Blup_Transfo_PC1_PC3_year2,Blup_Transfo_PC2_PC3_year2,Blup_Transfo_PC1_PC4_year2,Blup_Transfo_PC2_PC4_year2,Blup_Transfo_PC3_PC4_year2,Blup_Transfo_Area_2_cavities_filled_field_year2,Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Blup_Transfo_Circularity_field_year2,Blup_Transfo_Horiz_size_center_field_year2,Blup_Transfo_Horiz_size_25perc_field_year2,Blup_Transfo_Horiz_size_50perc_field_year2,Blup_Transfo_Horiz_size_75perc_field_year2,Blup_Transfo_Vert_size_center_field_year2,Blup_Transfo_Vert_size_25perc_field_year2,Blup_Transfo_Vert_size_50perc_field_year2,Blup_Transfo_Vert_size_75perc_field_year2,Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Blup_Transfo_Horiz_size_25perc_Horiz_size_75perc_field_year2,Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_year2,Blup_Transfo_Num_Indents_field_year2,Blup_Transfo_Indent_width_mean_field_year2,Blup_Transfo_Indent_depth_mean_field_year2,Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_y1_y2,Blup_Transfo_Circularity_field_y1_y2,Blup_Transfo_Horiz_size_center_field_y1_y2,Blup_Transfo_Horiz_size_25perc_field_y1_y2,Blup_Transfo_Horiz_size_50perc_field_y1_y2,Blup_Transfo_Horiz_size_75perc_field_y1_y2,Blup_Transfo_Vert_size_center_field_y1_y2,Blup_Transfo_Vert_size_25perc_field_y1_y2,Blup_Transfo_Vert_size_50perc_field_y1_y2,Blup_Transfo_Vert_size_75perc_field_y1_y2,Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Blup_Transfo_Horiz_size_25perc_Horiz_size_75perc_field_y1_y2,Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_y1_y2,Blup_Transfo_Num_Indents_field_y1_y2,Blup_Transfo_Indent_width_mean_field_y1_y2,Blup_Transfo_Indent_depth_mean_field_y1_y2
GWR_100_261,0.016235485,-0.006984861,0.006955326,-0.010595393,0.012283554,0.00356488,-0.009232857,0.012978462,0.001319881,0.01136392,0.017635841,0.021040005,0.002095315,-0.00619615,-0.005390821,0.006366297,0.010650906,0.011283662,0.008482861,0.005092338,10.45024598,46.62958747,0.686876734,0.424965226,14.35800898,0.124551942,13.57505456,13.24418497,12.59588125,6.223311854,11.1290561,9.187032237,-0.019321407,0.021889567,-0.002324098,12.68096872,0.011013969,0.0759971,3.589498758,28.86200913,0.147276384,0.161441662,4.579839182,0.101304952,6.722654303,0.636906295,4.462449419,4.044836856,3.893148197,5.490132725,-0.001856077,0.086867378,-1.88658e-4,6.239579926,2.79991e-4,0.020271358
GWR_100_4,0.049000052,0.006580605,0.022403062,0.004549812,0.020393714,0.010715228,-0.010023864,0.019001983,8.55708e-4,0.010585349,0.024343078,-0.037595067,0.005906884,0.007247428,0.038676199,0.006570489,-0.027497327,0.007280197,-0.014568371,0.001388501,-4.131453887,-20.77822978,0.059425462,-1.809030067,-7.237776848,-0.104929717,-9.562101797,-5.212606608,-0.526526686,-3.300800854,-3.117395147,-3.512315528,0.016919392,-0.087153105,8.31411e-4,-2.291425998,-0.006055142,-0.013349442,-0.870782099,-3.988917584,0.048577723,-0.982996684,-1.535983887,-0.057154795,-3.949958657,-0.291491897,0.952141336,-0.575816927,-1.588067492,-0.773379575,-0.001062153,-0.064606974,7.27358e-4,1.024936089,-0.016406711,-0.014966755
GWR_100_116,-0.032525145,0.020990433,-0.00937349,0.008842264,-0.029890002,-0.010709059,0.019671641,-0.019094913,0.004411836,-0.011570288,-0.028892026,0.019790707,-0.001150518,0.009768987,-0.027633634,-0.013199779,0.012883755,-0.01772272,0.003233133,-0.005935039,25.454756,100.781536,-0.351923356,3.757663356,36.86353355,0.267127218,31.59199339,38.56718113,23.09511731,18.86032046,22.71749972,16.12662575,-0.057369273,0.061104087,0.002067959,14.03467297,0.185085282,0.153952958,22.10120461,57.94890402,-0.149213798,3.755789294,32.94034123,0.233316816,29.36612202,34.81167038,18.87288285,11.0942202,19.10178161,9.610430629,-0.072066751,0.034384243,0.001357983,13.88885422,0.112391952,0.104042347
GWR_100_130,0.020166358,0.004440611,-0.012835597,-0.002428643,0.005920961,0.018449646,0.011275075,0.010018466,0.002431429,-0.006848627,0.014628754,2.58295e-4,-0.006122944,-0.001024661,0.00688326,0.013501044,0.0060124,0.006869894,9.97054e-5,-0.00487302,16.61236264,67.33497065,-0.30183994200000003,1.610377849,23.71424337,0.13544849,22.10667579,23.96094812,16.93623809,13.69966587,15.20752252,11.85565122,-0.031418396,0.007919706,0.001214185,1.85927713,0.490271154,0.123721394,9.6113622500000009,40.05098563,-0.724953432,1.306496263,15.06197537,0.090975726,13.49876532,15.92512658,7.920854517,7.981326385,7.43787009,7.095622398,-0.040782653,0.002304774,-9.76756e-4,1.473677419,0.287097666,0.013092656
GWR_100_113,0.023860831,0.003190275,0.0010072219999999999,0.00428672,0.008965338,0.011456173,0.001623214,0.008222669,-4.54308e-4,-0.00235948,0.027913391,0.015590485,0.006183709,0.007514972,0.003642335,0.007857906,0.00351366,0.008935509,0.002831989,0.001476764,5.635103997,20.9574787,0.06320604,0.643578287,7.762933378,-0.02465985,3.016309723,8.905672676,6.268582348,4.444468223,1.661218341,3.421173712,-0.019588922,-0.077986814,0.001373242,3.519558381,0.118862573,0.002263382,8.821958433,17.62067445,0.372261492,0.262236325,12.29689725,0.010274628,9.227072128,12.86499836,10.09308091,3.643154496,7.766478093,3.051808027,-0.021760067,-0.077795641,7.05523e-4,4.315705843,0.11713646899999999,0.085440818
GWR_100_13,0.01967372,-0.024537795,0.025584207,-0.002932969,0.025362309,-0.005429835,-0.030864579,0.010067444,-0.008476716,0.017031566,0.061505962,0.032285268,0.011030281,-0.008369687,0.010744901,0.020059575,0.008688016,0.031675074,0.013126625,0.013141273,30.52115537,169.736321,3.582894749,-1.165078129,39.59595603,0.114367679,22.33992729,40.3998005,42.97019034,21.85296329,40.22779848,25.47674224,0.002551175,-0.055267899,-0.002498699,12.9278188,0.393057204,0.328581225,18.32581324,91.92670136,2.561294565,-2.015366171,23.08107371,0.010233648,11.94194286,25.06808293,27.41711619,12.35388163,26.33985455,14.18441933,0.017393374,-0.100971249,-9.35127e-4,9.401440917,0.22269963,0.188856657
XXX_100_120,0.039589206,0.014379281,0.002909023,-0.007698276,0.009107915,0.018656814,0.007611955,0.021845841,0.008542479,0.006116323,0.067407396,0.032973215,0.00763037,-0.013599729,0.013047894,0.026110271,0.012329858,0.037185488,0.01506703,0.01295114,21.43780063,94.16637757,0.550065255,0.002710707,26.40383675,0.110615918,20.90808819,27.39328698,29.84415843,15.61175121,25.82896861,17.68524099,0.003986783,-0.020708665,-0.002052811,8.500402135,0.249739223,0.146797186,13.97598833,53.76865366,-0.256611033,0.774810936,16.38004869,0.081635175,12.93648086,18.01354348,19.23621133,9.214897824,17.37430755,10.25961141,0.009539568,-0.016047996,-9.3942e-4,5.362768947,0.160339562,0.048739737
GWR_100_70,0.01703349,0.020202928,-0.00249642,0.004716875,-0.005159243,0.010225915,0.014621942,0.004903962,0.005850894,-0.0046793649999999996,0.010565927,0.01195953,-0.003769162,0.006599177,-0.002873131,0.008928947,0.010747456,0.001423407,0.001743801,-0.006434319,26.98557379,142.8835562,2.632992858,2.177432298,36.54334831,0.121845662,25.37210552,38.12637541,30.13431032,23.54025092,28.45113811,17.17113792,-0.030802629,-0.045303958,0.00477203,15.69495422,0.310339492,0.266820663,21.6689199,79.05978956,1.845710302,1.225898679,30.69124242,0.104294941,21.91729675,32.59824235,23.46294346,13.39045892,22.69613098,10.10834751,-0.041577778,-0.06383195,0.001412993,12.39304978,0.204301578,0.22088004
GWR_100_345,-0.001171002,-0.033304172,-0.003967707,-0.027750188,0.01839348,0.003119799,-0.017667572,0.01477199,-0.002280062,0.014453569,0.03480165,-0.02610009,-0.00535385,-0.031324994,0.03437888,0.023507435,-0.009522469,0.032125648,8.41284e-4,0.010847489,-17.657513,-77.33522512,0.418539522,-6.284909493,-24.02481489,-0.121858871,-17.99329587,-29.69867058,-15.1420756,-14.22306585,-13.74101495,-16.32068646,0.03323424,0.03287673,0.004280099,-8.655837461,-0.210633312,-0.084473274,-17.42733936,-33.81051742,-0.176921757,-5.379988129,-23.74853314,-0.172743027,-18.28473536,-27.352827,-17.07856901,-6.75522452,-16.24602055,-7.814456726,0.048793954,0.026307983,-3.69794e-5,-9.59527539,-0.12885827,-0.163529373
GWR_100_160,0.0389291,0.024741077,-0.004569064,-0.009151368,0.002992019,0.022671782,0.018835657,0.022063977,0.01300279,0.002399494,0.02927939,0.006253382,-0.007860874,-0.004467855,0.010471839,0.022404512,0.011281311,0.015181651000000001,0.003173319,-0.004654823,5.654912518,25.66751254,0.589858076,-1.189755305,6.9613902,0.055172972,5.668472474,8.616630628,9.93278087,3.549284962,11.20694127,2.414183926,-0.004000996,-0.014358605,8.76606e-4,4.349699007,0.030648979,0.07373314,9.552968509,20.22151186,1.231872546,-0.024810982,13.00212145,0.047644765,8.807022503,15.2111062,12.18689541,3.270784499,11.44242918,2.602287326,-0.020135144,-0.057272791,7.43149e-4,8.20479737,0.005041721,0.112730305
XXX_100_30,0.06622818,0.04228795,0.018465547,-0.003699441,0.005369903,0.021768333,0.015165704,0.031085985,0.017640079,0.013148915,0.04518361,0.024974756,0.002170587,-0.002807867,0.006599497,0.020339971,0.012778049,0.021570716,0.008948811,0.002993123,28.78290455,109.9811902,-0.820866332,3.348728873,36.62928832,0.181470105,22.94296553,37.71501358,32.90340779,25.14403161,31.34902769,23.69753238,-0.022596492,-2.88651e-4,8.82728e-4,2.966131298,0.830565099,0.182867924,21.96786137,62.25038367,-0.803567072,2.306664661,28.89056121,0.134709378,19.28067718,30.54179096,24.61699484,14.251212,23.81208908,13.49382291,-0.029479673,-0.031575753,1.5622e-4,4.465286286,0.523732267,0.099587207
GWR_100_33,0.031723681,0.002423045,-0.007170189,0.00231941,0.013259267,0.020787552,0.006292537,0.012559398,-1.83476e-4,-0.006285252,0.021235298,0.016595824,-9.33479e-4,0.002447548,-2.52086e-4,0.011514055,0.010791359,0.008135084,0.004478964,-0.002183861,4.870647413,1.525682147,-1.770693948,3.883741891,5.172711047,0.133369352,5.627374905,6.307607857,2.966765622,3.573889686,1.763340374,4.788378448,-0.028057339,0.050190885,-0.001293718,-3.121566623,0.277083443,0.01819764,-1.951312188,6.104108808,-2.320090859,3.1399143,-2.939524448,0.077538545,-0.789383307,-3.17668378,-5.631809424,2.644681363,-5.975327804,3.202111729,-0.024643235,0.081111434,-1.76607e-4,-4.509540316,0.147160951,-0.114663015
GWR_100_164,0.007454134,0.002709763,-0.003889711,0.00480215,0.001093585,0.006160715,0.004467418,6.10704e-4,-0.001039845,-0.005680147,-0.005064514,0.003822514,-0.006098813,0.010827828,-0.005887382,0.003352016,0.008141132,-0.007706442,-0.002341587,-0.010520139,29.70917254,136.5864881,1.071282386,2.373600956,41.91783891,0.142579337,29.32696966,42.60127278,31.34610447,21.23672678,28.58418908,23.022222,-0.043511929,-0.041884955,-0.001492588,19.84565735,0.244022628,0.133615987,24.38932712,75.88629456,0.626945092,2.469064366,34.4448948,0.127170071,24.85717744,35.65525832,25.24965659,12.30183471,22.09882708,13.24759798,-0.042048261,-0.042066431,-0.001283576,15.38465865,0.158842758,0.121308698
GWR_100_300,0.028310659,-0.01361652,0.00391946,0.006186592,0.022363758,0.012060649,-0.011524526,0.008475634,-0.007458766,-0.001594141,0.010000867,-0.023902043,0.004582953,-0.01146426,0.021494619,4.16208e-4,-0.018771605,0.010023194,-0.004526314,0.009627047,-18.09420913,-88.21246675,-1.335587295,-0.703092731,-25.87843343,-0.156526925,-19.73262776,-25.59155548,-20.45572316,-13.22412039,-19.69106709,-13.14900775,0.019465532,-0.02472072,-6.86603e-4,-12.56918432,-0.28682881,-0.127824518,-13.73949056,-39.2669612,-1.458380565,1.0300724,-19.41122337,-0.113209102,-14.61775687,-18.27732149,-17.28460943,-6.030963006,-16.10901071,-6.030533345,0.005509294,-0.014229132,-5.54483e-4,-8.487124673,-0.193860322,-0.159582834
XXX_100_58,-0.055288711,-0.015989202,0.00853584,-0.022296095,-0.019616591,-0.032625018,-0.01519809,-0.012960174,0.002274765,0.018933552,-0.055769344,-0.020371747,0.00384067,-0.019651839,-0.017627046,-0.03053091,-0.015157064,-0.015723089,-0.001109047,0.012882698,-20.33407362,-100.309615,-1.82823436,-4.243002827,-30.84882197,-0.124273654,-20.99494912,-34.63993332,-17.91422199,-14.50549097,-15.35819031,-13.68004792,0.071177989,0.053800565,-0.001205688,-13.35996767,-0.170589846,-0.159234894,-12.47084354,-44.60710543,-2.135781684,-2.524960745,-20.74241224,-0.05012513,-13.49559373,-26.27537351,-9.930786007,-6.331424174,-8.028287794,-6.003503266,0.072888774,0.116794472,1.20795e-4,-9.744855833,-0.052997132,-0.157347002
GWR_100_445,0.020637065,4.08362e-4,-0.015496192,-0.009119505,0.008999431,0.020406478,0.010323244,0.013885971,0.00368591,-0.004204969,0.029214209,0.002474803,-0.007359301,-0.015859438,0.012630407,0.021880986,0.0085481,0.021074915,0.005526366,0.001422581,-5.455959046,-38.8202441,-1.548279181,-0.938790046,-7.912805058,0.050224075,-1.102579391,-8.895738899,-4.518508686,-4.198686902,-5.481666433,-6.300646059,-0.001298573,0.040573471,0.002672243,-8.655837461,0.315333531,0.007323644,2.706745688,-12.39886249,-0.457802991,-0.960306696,4.839646637,0.056875074,7.744538892,4.575784745,3.587719259,-0.892057203,2.253362316,-1.946660677,-0.022349497,-0.007940383,-1.50025e-4,-2.415414108,0.251220946,0.105798205
XXX_100_36,0.042560321,-0.041459033,0.014992015,0.017720071,0.048248271,0.012661582,-0.034903382,0.009029247,-0.022452451,-0.001930195,0.056765359,-0.031357085,0.011411903,0.016271248,0.052078865,0.017211519,-0.028733177,0.017215467,-0.014881547,0.001604633,15.02355282,77.12163479,1.780682048,0.894373808,17.14025573,0.055704018,5.180233417,18.6311377,21.07324865,13.28194475,17.77349191,13.96264926,0.001189766,-0.047937057,-8.12559e-4,14.31138651,0.025040539,0.089024435,12.45325476,45.72042895,1.537136633,-0.66516879,15.57400395,-0.00740316,4.161259096,17.83003722,17.39929268,8.087569154,15.49400197,8.358539064,-0.004219353,-0.110867061,2.2717e-4,11.04682579,0.038117307,0.038877046
GWR_100_134,-0.100028667,0.011985518,0.01107407,-0.013052105,-0.057332679,-0.057114637,7.68579e-4,-0.035974394,0.009176695,0.015436091,-0.042481628,-0.01002449,0.004863376,-0.022810635,-0.016819854,-0.025681513,-0.010866098,-0.00762359,0.003246432,0.015714745,-32.21208338,-155.8082713,-4.136828152,-1.504868576,-47.36204655,-0.188611828,-33.65202913,-51.09899123,-35.40986676,-22.63198902,-33.21666299,-21.68607719,0.105778211,0.158764904,-0.00191442,-24.81168277,-0.534919401,-0.311343291,-32.14584567,-75.2019075,-3.452716453,-1.123576094,-46.21524388,-0.289915605,-35.59659664,-47.49190011,-37.10184247,-11.47998703,-34.89359096,-11.06866552,0.155934403,0.194568596,-7.45625e-4,-24.49441228,-0.517015555,-0.44111333
GWR_100_450,-0.097528816,-0.039783017,0.020129354,-0.007573248,-0.025652824,-0.060255254,-0.03729855,-0.03928237,-0.012715733,0.01683487,-0.074359669,-0.059005808,0.012278934,-0.018364026,-0.002628314,-0.047371029,-0.045281175,-0.024762787,-0.014516832,0.019313057,-25.70213733,-116.2253631,-0.264048843,-5.468661499,-40.3437047,-0.228537088,-30.06588256,-41.56253303,-22.01387708,-17.65091001,-21.3925584,-15.57454799,0.121730693,0.014461604,-0.004105974,-11.69968642,-0.716733809,-0.215080197,-20.7853607,-53.1682432,-0.440095157,-3.31376845,-33.01727664,-0.197034672,-26.14208294,-33.77771721,-18.63132183,-8.167165891,-18.43527593,-7.193746608,0.121406769,0.044240385,-9.83341e-4,-10.64233849,-0.412980778,-0.209912545
GWR_100_304,-0.009238042,0.023348943,-0.004987116,0.00284749,-0.020059665,-0.001721652,0.018318254,-0.005780109,0.007658307,-0.005266211,-0.016074919,0.015160698,-0.005601891,0.00213481,-0.018427475,-0.002638427,0.014441075,-0.008386845,0.004073672,-0.005959116,20.67794136,91.35254553,0.611242845,0.507941671,31.28212947,0.157069333,25.09556456,32.39457596,22.54969619,12.31415891,19.60942544,14.56393399,-0.041073052,-0.005575442,-0.002376671,5.179839633,0.574284465,0.195420536,11.62871329,52.07815726,-0.382704059,2.614777292,18.40340481,0.161410824,16.47732995,18.06703114,9.681135797,7.353722897,8.541522485,8.453094492,-0.053608579,0.05483087,-6.02411e-4,2.371160079,0.353011494,0.123859571
